freq,unit,s_adj,indic,geo\TIME_PERIOD	1996-01 	1996-02 	1996-03 	1996-04 	1996-05 	1996-06 	1996-07 	1996-08 	1996-09 	1996-10 	1996-11 	1996-12 	1997-01 	1997-02 	1997-03 	1997-04 	1997-05 	1997-06 	1997-07 	1997-08 	1997-09 	1997-10 	1997-11 	1997-12 	1998-01 	1998-02 	1998-03 	1998-04 	1998-05 	1998-06 	1998-07 	1998-08 	1998-09 	1998-10 	1998-11 	1998-12 	1999-01 	1999-02 	1999-03 	1999-04 	1999-05 	1999-06 	1999-07 	1999-08 	1999-09 	1999-10 	1999-11 	1999-12 	2000-01 	2000-02 	2000-03 	2000-04 	2000-05 	2000-06 	2000-07 	2000-08 	2000-09 	2000-10 	2000-11 	2000-12 	2001-01 	2001-02 	2001-03 	2001-04 	2001-05 	2001-06 	2001-07 	2001-08 	2001-09 	2001-10 	2001-11 	2001-12 	2002-01 	2002-02 	2002-03 	2002-04 	2002-05 	2002-06 	2002-07 	2002-08 	2002-09 	2002-10 	2002-11 	2002-12 	2003-01 	2003-02 	2003-03 	2003-04 	2003-05 	2003-06 	2003-07 	2003-08 	2003-09 	2003-10 	2003-11 	2003-12 	2004-01 	2004-02 	2004-03 	2004-04 	2004-05 	2004-06 	2004-07 	2004-08 	2004-09 	2004-10 	2004-11 	2004-12 	2005-01 	2005-02 	2005-03 	2005-04 	2005-05 	2005-06 	2005-07 	2005-08 	2005-09 	2005-10 	2005-11 	2005-12 	2006-01 	2006-02 	2006-03 	2006-04 	2006-05 	2006-06 	2006-07 	2006-08 	2006-09 	2006-10 	2006-11 	2006-12 	2007-01 	2007-02 	2007-03 	2007-04 	2007-05 	2007-06 	2007-07 	2007-08 	2007-09 	2007-10 	2007-11 	2007-12 	2008-01 	2008-02 	2008-03 	2008-04 	2008-05 	2008-06 	2008-07 	2008-08 	2008-09 	2008-10 	2008-11 	2008-12 	2009-01 	2009-02 	2009-03 	2009-04 	2009-05 	2009-06 	2009-07 	2009-08 	2009-09 	2009-10 	2009-11 	2009-12 	2010-01 	2010-02 	2010-03 	2010-04 	2010-05 	2010-06 	2010-07 	2010-08 	2010-09 	2010-10 	2010-11 	2010-12 	2011-01 	2011-02 	2011-03 	2011-04 	2011-05 	2011-06 	2011-07 	2011-08 	2011-09 	2011-10 	2011-11 	2011-12 	2012-01 	2012-02 	2012-03 	2012-04 	2012-05 	2012-06 	2012-07 	2012-08 	2012-09 	2012-10 	2012-11 	2012-12 	2013-01 	2013-02 	2013-03 	2013-04 	2013-05 	2013-06 	2013-07 	2013-08 	2013-09 	2013-10 	2013-11 	2013-12 	2014-01 	2014-02 	2014-03 	2014-04 	2014-05 	2014-06 	2014-07 	2014-08 	2014-09 	2014-10 	2014-11 	2014-12 	2015-01 	2015-02 	2015-03 	2015-04 	2015-05 	2015-06 	2015-07 	2015-08 	2015-09 	2015-10 	2015-11 	2015-12 	2016-01 	2016-02 	2016-03 	2016-04 	2016-05 	2016-06 	2016-07 	2016-08 	2016-09 	2016-10 	2016-11 	2016-12 	2017-01 	2017-02 	2017-03 	2017-04 	2017-05 	2017-06 	2017-07 	2017-08 	2017-09 	2017-10 	2017-11 	2017-12 	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 	2022-04 	2022-05 	2022-06 	2022-07 	2022-08 	2022-09 	2022-10 	2022-11 	2022-12 	2023-01 	2023-02 	2023-03 	2023-04 	2023-05 	2023-06 	2023-07 	2023-08 	2023-09 	2023-10 	2023-11 	2023-12 	2024-01 	2024-02 	2024-03 	2024-04 	2024-05 	2024-06 	2024-07 	2024-08 	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 
M,HICP2015,NSA,CP-HI00,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	74.79 	74.82 	75.06 	75.33 	75.41 	75.50 	75.76 	75.84 	75.90 	76.23 	76.27 	76.43 	76.71 	76.40 	76.63 	77.04 	77.51 	77.87 	77.99 	77.81 	77.75 	77.96 	78.03 	77.98 	78.32 	78.42 	78.55 	78.99 	79.35 	79.49 	79.46 	79.38 	79.43 	79.63 	79.82 	79.76 	80.14 	80.11 	80.43 	80.89 	81.02 	80.97 	81.07 	80.95 	81.07 	81.36 	81.48 	81.51 	81.76 	81.58 	81.77 	82.29 	82.71 	82.98 	83.02 	82.85 	83.01 	83.11 	83.43 	83.37 	83.68 	83.17 	83.47 	84.09 	84.45 	84.63 	84.72 	84.63 	84.83 	85.27 	85.49 	85.31 	85.59 	85.22 	85.46 	85.95 	86.52 	86.77 	86.83 	86.72 	86.80 	86.81 	86.87 	86.91 	87.24 	86.81 	87.06 	87.64 	88.20 	88.41 	88.49 	88.28 	88.35 	88.69 	89.13 	89.61 	89.97 	89.65 	89.97 	90.85 	91.15 	91.73 	92.08 	91.95 	91.82 	91.99 	92.02 	91.58 	91.46 	90.73 	91.10 	91.44 	91.76 	91.81 	91.99 	91.39 	91.69 	91.71 	91.92 	92.02 	92.30 	91.57 	91.85 	92.86 	93.24 	93.35 	93.35 	92.96 	93.13 	93.42 	93.70 	93.79 	94.35 	93.69 	94.08 	95.35 	95.88 	95.89 	95.88 	95.34 	95.52 	96.21 	96.54 	96.63 	96.95 	96.17 	96.65 	97.90 	98.36 	98.23 	98.16 	97.64 	98.02 	98.73 	98.96 	98.76 	99.11 	98.09 	98.45 	99.61 	99.52 	99.63 	99.74 	99.21 	99.33 	99.81 	99.69 	99.60 	99.95 	98.84 	99.14 	100.07 	100.22 	100.12 	100.23 	99.58 	99.69 	100.13 	100.06 	99.88 	99.78 	98.24 	98.85 	100.00 	100.43 	100.71 	100.72 	100.12 	100.12 	100.32 	100.45 	100.01 	100.03 	98.56 	98.72 	99.95 	100.17 	100.58 	100.76 	100.28 	100.34 	100.71 	100.95 	100.59 	101.12 	100.26 	100.65 	101.48 	102.06 	101.97 	102.07 	101.62 	101.88 	102.29 	102.34 	102.13 	102.48 	101.55 	101.77 	102.90 	103.32 	103.96 	104.08 	103.85 	104.00 	104.41 	104.67 	104.09 	104.04 	102.96 	103.28 	104.34 	105.09 	105.23 	105.40 	104.91 	105.05 	105.28 	105.43 	105.09 	105.42 	104.37 	104.55 	105.12 	105.42 	105.32 	105.68 	105.31 	104.87 	104.95 	105.14 	104.79 	105.13 	105.31 	105.53 	106.52 	107.12 	107.40 	107.69 	107.60 	107.97 	108.48 	109.40 	109.89 	110.36 	110.69 	111.73 	114.45 	115.11 	116.07 	117.02 	117.16 	117.87 	119.27 	121.04 	120.96 	120.53 	120.28 	121.25 	122.35 	123.13 	123.17 	123.48 	123.37 	124.04 	124.44 	124.55 	123.86 	124.06 	123.62 	124.38 	125.32 	126.05 	126.32 	126.59 	126.56 	126.73 	126.61 	127.05 	126.63 	127.08 	126.73 	127.28 
